<<<<<<< HEAD
1,1,5.0
1,2,3.0
1,10,3.0
1,32,4.0
1,34,4.0
1,47,3.0
1,50,4.0
1,62,4.0
1,150,4.0
1,153,3.0
1,160,3.0
1,161,4.0
1,165,4.0
1,185,3.0
1,208,3.0
1,253,3.0
1,265,5.0
1,266,3.0
1,288,5.0
1,292,4.0
1,296,5.0
1,300,5.0
1,316,3.0
1,318,5.0
1,329,4.0
1,344,3.0
1,349,4.0
1,350,4.0
1,356,5.0
1,357,4.0
1,364,4.0
1,367,4.0
1,377,3.0
1,380,4.0
1,434,3.0
1,454,4.0
1,457,4.0
1,480,5.0
1,500,3.0
1,508,5.0
1,509,4.0
1,515,5.0
1,539,3.0
1,588,4.0
1,589,3.0
1,592,3.0
1,597,4.0
1,648,5.0
2,1,3.0
2,2,3.0
2,11,3.0
2,17,5.0
2,19,4.0
2,21,3.0
2,34,5.0
2,39,3.0
2,47,2.0
2,95,3.0
2,150,4.0
2,153,3.0
2,160,3.0
2,161,4.0
2,165,2.0
2,173,2.0
2,185,3.0
2,186,3.0
2,196,2.0
2,208,3.0
2,225,3.0
2,231,3.0
2,236,4.0
2,252,3.0
2,253,4.0
2,266,4.0
2,282,4.0
2,288,1.0
2,293,3.0
2,300,4.0
2,317,5.0
2,318,5.0
2,329,3.0
2,337,4.0
2,339,4.0
2,344,4.0
2,349,4.0
2,364,5.0
2,367,5.0
2,410,3.0
2,420,5.0
2,432,4.0
2,434,4.0
2,454,5.0
2,457,5.0
2,553,5.0
2,588,4.0
2,590,4.0
2,593,5.0
2,595,5.0
3,163,4.5
3,172,2.0
3,260,5.0
3,370,4.0
3,432,3.0
3,466,3.0
3,502,3.5
3,832,3.5
3,919,5.0
3,1259,4.0
3,1270,5.0
3,1288,4.5
3,1380,5.0
3,1485,3.0
3,2012,4.0
3,2054,3.0
3,2134,4.5
3,2406,4.0
3,2420,4.0
3,2640,2.5
3,2791,4.0
3,3508,4.0
3,3897,3.5
3,4025,2.5
3,4621,3.0
3,6744,4.0
3,7361,4.0
3,8641,2.0
3,8865,3.5
4,32,4.5
4,163,3.0
4,172,3.0
4,315,3.0
4,318,5.0
4,370,3.0
4,435,2.0
4,555,4.0
4,805,4.0
4,1242,5.0
4,1252,5.0
4,1278,3.5
4,1302,5.0
4,1500,3.5
4,1639,4.0
4,2353,4.0
4,2572,3.5
4,2699,4.0
4,2890,4.5
4,3101,4.0
4,3112,4.0
4,8169,3.0
4,8636,3.0
4,69757,3.5
5,1,4.0
5,5,3.0
5,6,4.0
5,11,4.0
5,14,4.0
5,16,5.0
5,21,5.0
5,32,5.0
5,39,4.0
5,45,4.0
5,47,5.0
5,50,5.0
5,52,5.0
5,89,3.0
5,105,5.0
5,110,4.0
5,111,5.0
5,141,5.0
5,150,4.0
5,151,4.0
5,161,4.0
5,162,5.0
5,171,5.0
5,175,4.0
5,180,4.0
5,194,5.0
5,223,5.0
5,225,3.0
5,231,2.0
5,235,4.0
5,253,5.0
5,260,3.0
5,265,4.0
5,272,4.0
5,282,4.0
5,296,5.0
5,299,3.0
5,300,5.0
5,318,5.0
5,321,5.0
5,322,4.0
5,337,4.0
5,345,5.0
5,349,4.0
5,353,4.0
5,356,2.0
5,363,5.0
5,364,3.0
5,367,4.0
5,373,5.0
5,377,4.0
5,380,3.0
5,428,4.0
5,431,4.0
5,441,4.0
5,446,4.0
5,457,3.0
5,471,5.0
5,477,5.0
5,480,4.0
5,486,2.0
5,488,5.0
5,491,4.0
5,508,5.0
5,509,5.0
5,515,4.0
5,527,5.0
5,532,4.0
5,538,5.0
5,539,3.0
5,541,5.0
5,551,4.0
5,553,3.0
5,581,5.0
5,585,3.0
5,588,4.0
5,589,4.0
5,590,4.0
5,592,4.0
5,593,5.0
5,594,5.0
5,595,3.0
5,596,3.0
5,597,3.0
5,599,3.0
5,608,5.0
5,610,4.0
5,628,4.0
5,648,4.0
5,663,4.0
5,671,4.0
5,708,4.0
5,722,5.0
5,733,3.0
5,750,5.0
5,766,5.0
5,778,5.0
5,832,4.0
5,851,5.0
5,858,5.0
5,897,3.0
5,898,4.0
5,899,3.0
5,900,3.0
5,902,4.0
5,903,5.0
5,904,5.0
5,905,3.0
5,908,5.0
5,909,3.0
5,910,5.0
5,911,4.0
5,912,4.0
5,913,4.0
5,914,3.0
5,915,4.0
5,916,3.0
5,918,2.0
5,919,5.0
5,920,5.0
5,921,4.0
5,922,5.0
5,923,5.0
5,924,5.0
5,926,3.0
5,927,4.0
5,928,5.0
5,930,4.0
5,931,4.0
5,933,4.0
5,934,4.0
5,938,4.0
5,940,3.0
5,941,3.0
5,942,4.0
5,943,4.0
5,944,3.0
5,945,4.0
5,946,3.0
5,947,4.0
5,948,5.0
5,949,5.0
5,950,3.0
5,951,4.0
5,952,4.0
5,953,2.0
5,954,3.0
5,955,3.0
5,965,3.0
5,968,3.0
5,969,5.0
5,971,4.0
5,982,3.0
5,1012,3.0
5,1018,3.0
5,1019,5.0
5,1022,3.0
5,1029,4.0
5,1034,4.0
5,1035,2.0
5,1036,3.0
5,1044,4.0
5,1046,5.0
5,1059,4.0
5,1060,4.0
5,1073,3.0
5,1076,5.0
