0;0;0;256
0;0;0.1;256
0;0;0.2;128
0;0;0.3;256
0;0;0.4;256
0;0;0.5;256
0;0;0.6;128
0;0;0.7;512
0;0;0.8;128
0;0;0.9;256
0;0;1;64
0;0.1;0;128
0;0.1;0.1;128
0;0.1;0.2;128
0;0.1;0.3;128
0;0.1;0.4;128
0;0.1;0.5;128
0;0.1;0.6;128
0;0.1;0.7;128
0;0.1;0.8;256
0;0.1;0.9;256
0;0.1;1;128
0;0.2;0;256
0;0.2;0.1;64
0;0.2;0.2;256
0;0.2;0.3;128
0;0.2;0.4;128
0;0.2;0.5;64
0;0.2;0.6;256
0;0.2;0.7;64
0;0.2;0.8;128
0;0.2;0.9;256
0;0.2;1;64
0;0.3;0;256
0;0.3;0.1;128
0;0.3;0.2;256
0;0.3;0.3;128
0;0.3;0.4;128
0;0.3;0.5;128
0;0.3;0.6;64
0;0.3;0.7;64
0;0.3;0.8;128
0;0.3;0.9;256
0;0.3;1;64
0;0.4;0;256
0;0.4;0.1;256
0;0.4;0.2;256
0;0.4;0.3;256
0;0.4;0.4;128
0;0.4;0.5;128
0;0.4;0.6;128
0;0.4;0.7;128
0;0.4;0.8;128
0;0.4;0.9;256
0;0.4;1;128
0;0.5;0;512
0;0.5;0.1;256
0;0.5;0.2;128
0;0.5;0.3;256
0;0.5;0.4;64
0;0.5;0.5;128
0;0.5;0.6;256
0;0.5;0.7;128
0;0.5;0.8;256
0;0.5;0.9;128
0;0.5;1;128
0;0.6;0;256
0;0.6;0.1;64
0;0.6;0.2;128
0;0.6;0.3;512
0;0.6;0.4;256
0;0.6;0.5;256
0;0.6;0.6;256
0;0.6;0.7;256
0;0.6;0.8;64
0;0.6;0.9;64
0;0.6;1;128
0;0.7;0;64
0;0.7;0.1;128
0;0.7;0.2;32
0;0.7;0.3;128
0;0.7;0.4;16
0;0.7;0.5;64
0;0.7;0.6;64
0;0.7;0.7;256
0;0.7;0.8;256
0;0.7;0.9;128
0;0.7;1;128
0;0.8;0;512
0;0.8;0.1;128
0;0.8;0.2;128
0;0.8;0.3;128
0;0.8;0.4;128
0;0.8;0.5;128
0;0.8;0.6;128
0;0.8;0.7;128
0;0.8;0.8;256
0;0.8;0.9;64
0;0.8;1;128
0;0.9;0;128
0;0.9;0.1;128
0;0.9;0.2;256
0;0.9;0.3;64
0;0.9;0.4;256
0;0.9;0.5;256
0;0.9;0.6;64
0;0.9;0.7;128
0;0.9;0.8;256
0;0.9;0.9;128
0;0.9;1;256
0;1;0;128
0;1;0.1;64
0;1;0.2;64
0;1;0.3;128
0;1;0.4;256
0;1;0.5;128
0;1;0.6;128
0;1;0.7;256
0;1;0.8;256
0;1;0.9;256
0;1;1;128
0.1;0;0;256
0.1;0;0.1;128
0.1;0;0.2;256
0.1;0;0.3;32
0.1;0;0.4;256
0.1;0;0.5;128
0.1;0;0.6;256
0.1;0;0.7;128
0.1;0;0.8;128
0.1;0;0.9;128
0.1;0;1;128
0.1;0.1;0;64
0.1;0.1;0.1;256
0.1;0.1;0.2;128
0.1;0.1;0.3;256
0.1;0.1;0.4;128
0.1;0.1;0.5;64
0.1;0.1;0.6;256
0.1;0.1;0.7;128
0.1;0.1;0.8;128
0.1;0.1;0.9;128
0.1;0.1;1;256
0.1;0.2;0;128
0.1;0.2;0.1;256
0.1;0.2;0.2;256
0.1;0.2;0.3;256
0.1;0.2;0.4;64
0.1;0.2;0.5;128
0.1;0.2;0.6;256
0.1;0.2;0.7;128
0.1;0.2;0.8;256
0.1;0.2;0.9;128
0.1;0.2;1;128
0.1;0.3;0;256
0.1;0.3;0.1;128
0.1;0.3;0.2;256
0.1;0.3;0.3;128
0.1;0.3;0.4;128
0.1;0.3;0.5;128
0.1;0.3;0.6;256
0.1;0.3;0.7;128
0.1;0.3;0.8;64
0.1;0.3;0.9;128
0.1;0.3;1;128
0.1;0.4;0;64
0.1;0.4;0.1;64
0.1;0.4;0.2;128
0.1;0.4;0.3;128
0.1;0.4;0.4;128
0.1;0.4;0.5;128
0.1;0.4;0.6;128
0.1;0.4;0.7;128
0.1;0.4;0.8;128
0.1;0.4;0.9;64
0.1;0.4;1;256
0.1;0.5;0;128
0.1;0.5;0.1;64
0.1;0.5;0.2;64
0.1;0.5;0.3;256
0.1;0.5;0.4;128
0.1;0.5;0.5;128
0.1;0.5;0.6;128
0.1;0.5;0.7;256
0.1;0.5;0.8;64
0.1;0.5;0.9;32
0.1;0.5;1;256
0.1;0.6;0;128
0.1;0.6;0.1;128
0.1;0.6;0.2;128
0.1;0.6;0.3;256
0.1;0.6;0.4;128
0.1;0.6;0.5;128
0.1;0.6;0.6;64
0.1;0.6;0.7;64
0.1;0.6;0.8;256
0.1;0.6;0.9;128
0.1;0.6;1;256
0.1;0.7;0;128
0.1;0.7;0.1;128
0.1;0.7;0.2;128
0.1;0.7;0.3;128
0.1;0.7;0.4;64
0.1;0.7;0.5;128
0.1;0.7;0.6;256
0.1;0.7;0.7;128
0.1;0.7;0.8;64
0.1;0.7;0.9;128
0.1;0.7;1;256
0.1;0.8;0;128
0.1;0.8;0.1;64
0.1;0.8;0.2;256
0.1;0.8;0.3;128
0.1;0.8;0.4;256
0.1;0.8;0.5;128
0.1;0.8;0.6;128
0.1;0.8;0.7;256
0.1;0.8;0.8;128
0.1;0.8;0.9;128
0.1;0.8;1;128
0.1;0.9;0;128
0.1;0.9;0.1;256
0.1;0.9;0.2;128
0.1;0.9;0.3;128
0.1;0.9;0.4;128
0.1;0.9;0.5;128
0.1;0.9;0.6;256
0.1;0.9;0.7;256
0.1;0.9;0.8;256
0.1;0.9;0.9;128
0.1;0.9;1;64
0.1;1;0;512
0.1;1;0.1;256
0.1;1;0.2;128
0.1;1;0.3;128
0.1;1;0.4;128
0.1;1;0.5;128
0.1;1;0.6;128
0.1;1;0.7;128
0.1;1;0.8;64
0.1;1;0.9;128
0.1;1;1;128
0.2;0;0;256
0.2;0;0.1;256
0.2;0;0.2;256
0.2;0;0.3;256
0.2;0;0.4;128
0.2;0;0.5;128
0.2;0;0.6;128
0.2;0;0.7;128
0.2;0;0.8;128
0.2;0;0.9;256
0.2;0;1;128
0.2;0.1;0;128
0.2;0.1;0.1;128
0.2;0.1;0.2;128
0.2;0.1;0.3;128
0.2;0.1;0.4;256
0.2;0.1;0.5;32
0.2;0.1;0.6;128
0.2;0.1;0.7;128
0.2;0.1;0.8;128
0.2;0.1;0.9;256
0.2;0.1;1;64
0.2;0.2;0;256
0.2;0.2;0.1;128
0.2;0.2;0.2;256
0.2;0.2;0.3;256
0.2;0.2;0.4;64
0.2;0.2;0.5;128
0.2;0.2;0.6;128
0.2;0.2;0.7;64
0.2;0.2;0.8;64
0.2;0.2;0.9;64
0.2;0.2;1;128
0.2;0.3;0;64
0.2;0.3;0.1;128
0.2;0.3;0.2;128
0.2;0.3;0.3;128
0.2;0.3;0.4;128
0.2;0.3;0.5;128
0.2;0.3;0.6;128
0.2;0.3;0.7;128
0.2;0.3;0.8;256
0.2;0.3;0.9;128
0.2;0.3;1;128
0.2;0.4;0;256
0.2;0.4;0.1;128
0.2;0.4;0.2;256
0.2;0.4;0.3;64
0.2;0.4;0.4;64
0.2;0.4;0.5;64
0.2;0.4;0.6;64
0.2;0.4;0.7;256
0.2;0.4;0.8;64
0.2;0.4;0.9;256
0.2;0.4;1;64
0.2;0.5;0;128
0.2;0.5;0.1;256
0.2;0.5;0.2;256
0.2;0.5;0.3;128
0.2;0.5;0.4;64
0.2;0.5;0.5;128
0.2;0.5;0.6;64
0.2;0.5;0.7;128
0.2;0.5;0.8;128
0.2;0.5;0.9;128
0.2;0.5;1;128
0.2;0.6;0;128
0.2;0.6;0.1;128
0.2;0.6;0.2;128
0.2;0.6;0.3;128
0.2;0.6;0.4;128
0.2;0.6;0.5;64
0.2;0.6;0.6;128
0.2;0.6;0.7;128
0.2;0.6;0.8;64
0.2;0.6;0.9;64
0.2;0.6;1;128
0.2;0.7;0;128
0.2;0.7;0.1;256
0.2;0.7;0.2;256
0.2;0.7;0.3;64
0.2;0.7;0.4;128
0.2;0.7;0.5;128
0.2;0.7;0.6;128
0.2;0.7;0.7;128
0.2;0.7;0.8;256
0.2;0.7;0.9;256
0.2;0.7;1;128
0.2;0.8;0;64
0.2;0.8;0.1;128
0.2;0.8;0.2;128
0.2;0.8;0.3;256
0.2;0.8;0.4;256
0.2;0.8;0.5;128
0.2;0.8;0.6;64
0.2;0.8;0.7;256
0.2;0.8;0.8;128
0.2;0.8;0.9;128
0.2;0.8;1;64
0.2;0.9;0;128
0.2;0.9;0.1;256
0.2;0.9;0.2;64
0.2;0.9;0.3;64
0.2;0.9;0.4;128
0.2;0.9;0.5;128
0.2;0.9;0.6;64
0.2;0.9;0.7;256
0.2;0.9;0.8;256
0.2;0.9;0.9;64
0.2;0.9;1;64
0.2;1;0;128
0.2;1;0.1;128
0.2;1;0.2;256
0.2;1;0.3;128
0.2;1;0.4;128
0.2;1;0.5;128
0.2;1;0.6;256
0.2;1;0.7;128
0.2;1;0.8;128
0.2;1;0.9;256
0.2;1;1;128
0.3;0;0;512
0.3;0;0.1;128
0.3;0;0.2;64
0.3;0;0.3;128
0.3;0;0.4;128
0.3;0;0.5;128
0.3;0;0.6;256
0.3;0;0.7;128
0.3;0;0.8;256
0.3;0;0.9;64
0.3;0;1;64
0.3;0.1;0;128
0.3;0.1;0.1;256
0.3;0.1;0.2;128
0.3;0.1;0.3;128
0.3;0.1;0.4;64
0.3;0.1;0.5;128
0.3;0.1;0.6;256
